-4208.962343	-6613.673237
-5457.517634	-6824.901638
-6873.408780	-6365.130089
-7358.413751	-5787.150293
-7217.369051	-6281.508438
-7705.117874	-7912.580779
-9251.868629	-9472.099987
-10784.600852	-10156.802096
-11164.616770	-10742.192973
-10770.498945	-12525.670301
-10928.336387	-15463.290753
-11920.610685	-18194.458283
-12455.640406	-20007.210080
-11462.487171	-21897.664597
-9618.561740	-25080.182515
-8276.667828	-29089.828646
-7317.287275	-32365.780884
-5201.539241	-34527.942359
-1249.648390	-36873.570823
3329.904372	-40230.190240
7343.476160	-43449.157388
11531.300780	-44979.973023
17402.425434	-45130.839807
24733.389501	-45378.627463
31762.413107	-45735.609958
37872.200817	-44446.341887
44401.336479	-40634.389994
52140.719682	-35601.715564
59608.011359	-30541.832219
65081.129225	-24427.551693
69070.347548	-15725.602789
72986.373088	-5148.148897
76190.194269	5300.998486
76568.840995	15455.813912
73795.057051	26841.194243
69600.846718	39384.371126
64486.529255	50782.963723
56711.387409	59808.014822
45524.865338	67713.714692
32889.231925	75135.866506
20452.040093	80093.924637
7214.302768	80921.387369
-7729.250507	78873.370954
-22407.181973	75520.837509
-34503.533415	69730.880128
-44627.792647	60026.633304
-54120.207246	47971.924150
-61535.069114	36011.930058
-64707.274349	23735.355797
-64589.255292	9787.721450
-63337.426752	-4246.372310
-60254.022549	-15773.342796
-53624.398417	-25354.752151
-44869.069430	-34830.062314
-36538.167378	-43047.976248
-27939.800990	-47874.701738
-17247.771385	-50509.666680
-5868.414215	-53142.107982
4007.552311	-54513.744446
13718.106045	-52545.653996
25153.128500	-48624.514460
36458.772513	-44439.410297
45447.200341	-37940.997376
53488.903646	-27227.935547
61391.587159	-14369.780802
66035.866864	-1039.688669
65330.585787	14493.609432
61059.893143	32166.320544
53566.408991	47978.281055
40276.585734	59921.794659
21825.938779	69190.386094
2339.678514	74232.596885
-16969.876604	71500.326976
-36689.920580	61898.873615
-53398.104767	48642.429630
-63112.013846	31380.102125
-66913.311477	10028.740617
-66204.449948	-10808.451082
-58800.207140	-27878.298820
-45147.152127	-42503.802335
-29827.447259	-53880.149312
-14042.883693	-58623.179363
3732.926101	-57914.703982
20843.289337	-54911.103848
34232.490353	-47992.166997
45934.765305	-35773.138450
56505.151541	-21564.307402
61899.875665	-6247.935276
61374.049811	12674.577707
57018.465105	32765.192369
46392.534463	49227.505109
27554.826218	62048.723765
5014.096185	70184.737012
-17897.071412	68389.539135
-41043.358509	56371.125401
-59441.123956	38417.460257
-67370.831685	15055.224949
-66234.003833	-11898.832142
-57410.931018	-34982.647630
-39364.433529	-50871.490760
-16414.681888	-60955.594391
5195.301574	-62555.473835
25683.453816	-54517.794999
43948.495238	-41983.618153
55108.568810	-26205.480691
60068.580264	-5305.653742
60682.287617	16468.299314
52681.886517	35792.563190
35736.302501	53877.199693
14363.759555	66071.367072
-11429.816183	66399.935587
-38820.951998	56648.640849
-58490.960734	37532.979959
-67196.383188	8774.554895
-65257.012998	-21148.429658
-49538.841470	-44597.819251
-23978.488865	-60685.999729
2430.882546	-65070.081623
27675.028533	-55825.372812
48546.066826	-39658.146257
58868.847838	-18824.079277
60740.050228	6663.483477
55608.125782	30033.681297
39391.201872	48793.277417
15494.530895	63081.664961
-11107.679275	65406.087413
-39601.551770	53261.042856
-61159.214244	31117.546392
-67222.064705	-212.271882
-59360.406062	-33290.652711
-37473.571427	-55710.110701
-5235.605700	-65342.267910
24704.585962	-60947.566476
47510.304660	-41286.951233
61545.760586	-15599.473260
61152.085055	10756.646500
49688.238528	37239.331641
30667.986874	55731.568183
1924.395330	63102.702560
-28720.590344	59459.718828
-52884.033990	38929.747557
-67090.983579	6408.191424
-61937.147383	-26963.139663
-37703.333967	-55369.174351
-5419.952941	-67365.235725
28957.579751	-58335.039952
54436.095491	-36791.596001
62605.618546	-6409.120554
58077.227740	25095.589571
40359.210617	47555.705029
11540.256556	61491.665093
-18727.385067	61469.256877
-47720.708046	42770.889484
-65659.725255	12721.994164
-61405.588884	-24242.213920
-39061.819918	-55895.598038
-2947.704238	-66585.930630
35092.752800	-57304.887521
57846.066669	-30454.264550
64034.627595	5647.770964
52620.984139	35417.397119
25698.544676	56404.455037
-5299.476232	63137.235554
-37666.947521	49999.667216
-61330.863140	23136.759105
-63269.710833	-15075.574864
-44812.612776	-50944.499546
-7517.752038	-66265.738219
33590.920095	-59219.087592
58754.385487	-29688.919815
64921.412876	9290.368445
48754.446505	40296.295747
17835.176032	60184.707619
-15498.976125	60404.598407
-47870.361026	40832.150842
-64056.236645	8100.594127
-56402.314861	-33251.051430
-27225.442847	-61712.002566
17408.733803	-64939.337332
52658.372435	-42921.981296
65735.254863	-1730.995619
54935.378728	35251.250597
22857.405213	58086.273975
-12940.843929	61610.377109
-45764.760002	41310.833058
-63876.623566	7473.187516
-54624.509590	-34085.872262
-23169.373873	-63440.337050
23042.019843	-62903.897378
58242.252418	-35990.405213
65310.940165	8778.840064
47081.663363	45566.394273
8888.410314	61696.527034
-28614.959279	55852.923234
-56064.488686	25614.722835
-62695.249311	-14113.087359
-38329.658105	-52444.247490
3878.955037	-67551.329167
48491.766969	-47195.861887
67533.860365	-5978.078918
53012.386185	39050.919931
17984.320577	61304.951831
-25109.313080	57090.249947
-53782.050172	30226.982891
-61872.720663	-13213.034715
-39888.329723	-50511.453233
6217.770464	-67232.677986
49179.266266	-45891.183648
68729.842361	259.045389
48855.602637	43345.669596
8461.024456	64406.423148
-33433.972016	51367.331417
-59847.847127	18450.223377
-56209.302669	-26631.164100
-25669.276477	-60352.954726
25497.616591	-61857.058966
61885.370905	-28671.935038
63560.377487	24101.111023
29942.150930	57810.386370
-17923.906860	61520.603627
-51305.237487	32767.417362
-61947.732978	-11151.235837
-36835.428418	-50897.352672
9619.965200	-66232.354128
55465.211917	-38473.124649
67331.042020	11336.172936
36917.624997	55780.548647
-10489.688552	62628.973851
-51188.177046	36582.066583
-60155.964745	-8182.241859
-39099.976197	-50813.720590
10554.145321	-64089.098813
55901.923383	-39004.128147
66332.035455	16627.249805
33574.956826	57181.514086
-19043.390128	62263.904851
-53958.135778	28650.593247
-59781.213870	-18464.016577
-26972.724456	-56536.556863
23106.641485	-61877.085159
64475.345831	-22664.746034
59370.637296	31884.640581
14773.563653	65773.791715
-36460.590014	51154.229181
-61586.521392	9408.703546
-47396.244929	-39866.282015
-4041.989779	-63361.487478
49216.400276	-46454.154434
66863.181626	7797.305067
38076.290883	56721.469921
-19628.748625	62159.670370
-56200.237626	26370.391433
-56924.004965	-25847.712252
-18028.893702	-59205.936383
35144.079941	-56128.998071
67619.962085	-6255.306084
47723.923626	47671.690785
-8609.174774	66655.221886
-53410.049426	32516.720011
-59188.346485	-18397.562791
-22581.804373	-58573.799707
30511.190574	-56249.744640
67574.179045	-11048.522774
48065.288057	47749.625957
-7383.623938	65841.838460
-56122.067659	32092.014941
-56521.611139	-22454.774211
-19709.745425	-59613.588756
37632.970776	-53116.025428
66417.511589	-3092.801224
42736.473496	54312.918638
