0.489888	-1.770803
0.526965	-1.986556
0.561482	-2.248460
0.587500	-2.570295
0.594091	-2.970254
0.561661	-3.471686
0.455894	-4.102830
0.218361	-4.893706
-0.246696	-5.866443
-1.087554	-7.012567
-2.514132	-8.247899
-4.779924	-9.336815
-8.095511	-9.792254
-12.416114	-8.802922
-17.072621	-5.326658
-20.362059	1.415299
-19.541772	10.864185
-12.027402	19.809142
1.702251	22.309540
14.992561	13.179379
16.519135	-4.794467
0.950225	-16.830551
-18.078098	-7.460039
-15.463186	15.248203
8.971021	18.389354
16.046619	-6.928654
-10.299250	-15.360714
-17.007104	12.819663
13.331240	14.410976
6.135032	-16.422195
-20.485475	2.577248
9.915080	17.302729
4.697522	-17.099491
-18.528040	9.852418
17.637822	6.004933
-14.041753	-13.191870
3.427328	20.042492
1.638344	-17.960119
-9.113144	18.839821
9.659540	-14.886553
-13.062171	16.445273
10.021290	-14.646374
-10.034862	18.362950
2.954281	-17.797423
1.429203	20.272509
-12.324028	-14.830698
16.547940	8.523073
-19.958821	6.506886
7.940452	-15.868731
5.847073	19.036451
-20.514760	-2.526015
10.288033	-14.208864
8.528659	17.638271
-20.203777	6.774068
-4.521646	-17.978408
17.438772	-0.704108
1.187684	20.378842
-20.359468	7.587955
-13.156425	-14.550927
8.412956	-14.645610
16.787674	3.534338
6.472384	18.807839
-10.091302	19.919884
-20.820616	10.179378
-22.316771	-1.955383
-17.472723	-10.692935
-10.538809	-14.560914
-4.370181	-14.678621
-0.048200	-12.797309
2.469840	-10.280771
3.659832	-7.888869
4.025518	-5.920941
3.946719	-4.419376
3.664164	-3.318369
3.312839	-2.525397
2.960416	-1.956203
2.636333	-1.545030
2.350216	-1.244248
2.102350	-1.020642
1.889185	-0.851450
1.706017	-0.721136
1.548189	-0.619056
1.411555	-0.537845
1.292603	-0.472341
1.188422	-0.418872
1.096632	-0.374780
1.015289	-0.338116
0.942808	-0.307422
0.877891	-0.281596
0.819471	-0.259790
0.766664	-0.241343
0.718737	-0.225737
0.675077	-0.212556
0.635167	-0.201468
0.598571	-0.192202
0.564918	-0.184537
0.533890	-0.178290
0.505215	-0.173311
0.478659	-0.169474
0.454019	-0.166674
0.431117	-0.164824
0.409799	-0.163850
0.389931	-0.163691
0.371395	-0.164295
0.354087	-0.165621
0.337915	-0.167634
0.322799	-0.170305
0.308668	-0.173614
0.295459	-0.177542
0.283118	-0.182080
0.271595	-0.187219
0.260849	-0.192958
0.250842	-0.199297
0.241543	-0.206242
0.232925	-0.213802
0.224963	-0.221992
0.217640	-0.230829
0.210939	-0.240334
0.204850	-0.250535
0.199365	-0.261461
0.194480	-0.273151
0.190192	-0.285646
0.186507	-0.298994
0.183430	-0.313250
0.180971	-0.328478
0.179146	-0.344749
0.177974	-0.362145
0.177478	-0.380759
0.177688	-0.400696
0.178637	-0.422078
0.180368	-0.445044
0.182928	-0.469754
0.186372	-0.496391
0.190766	-0.525168
0.196184	-0.556333
0.202712	-0.590176
0.210448	-0.627037
0.219505	-0.667317
0.230012	-0.711495
0.242115	-0.760144
0.255978	-0.813955
0.271786	-0.873770
0.289742	-0.940624
0.310062	-1.015797
0.332968	-1.100893
0.358668	-1.197944
0.387318	-1.309546
0.418955	-1.439060
0.453370	-1.590879
0.000000	0.000000
